Region,Country,Year,Age,Gender,Literacy rate
Latin America and the Caribbean,Dominican Republic,2015,15-24,female,0.9803096
Latin America and the Caribbean,Dominican Republic,2015,15-24,male,0.9722539
Latin America and the Caribbean,Dominican Republic,2015,25-64,female,0.929819
Latin America and the Caribbean,Dominican Republic,2015,25-64,male,0.9126626
Latin America and the Caribbean,Dominican Republic,2015,65+,female,0.7715816
Latin America and the Caribbean,Dominican Republic,2015,65+,male,0.797917
Latin America and the Caribbean,Dominican Republic,2016,<15,female,0.9376413
Latin America and the Caribbean,Dominican Republic,2016,<15,male,0.937936
Latin America and the Caribbean,Dominican Republic,2016,15-24,female,0.9886737
Latin America and the Caribbean,Dominican Republic,2016,15-24,female,0.9886737
Latin America and the Caribbean,Dominican Republic,2016,15-24,male,0.9881259
Latin America and the Caribbean,Dominican Republic,2016,25-64,female,0.946992
Latin America and the Caribbean,Dominican Republic,2016,25-64,male,0.9368262
Latin America and the Caribbean,Dominican Republic,2016,65+,female,0.7800719
Latin America and the Caribbean,Dominican Republic,2016,65+,male,0.8188349
Latin America and the Caribbean,Ecuador,2010,<15,female,0.9047011
Latin America and the Caribbean,Ecuador,2010,<15,male,0.9331687
Latin America and the Caribbean,Ecuador,2010,15-24,female,0.988541
Latin America and the Caribbean,Ecuador,2010,15-24,male,0.9846887
Latin America and the Caribbean,Ecuador,2010,25-64,female,0.9244536
Latin America and the Caribbean,Ecuador,2010,25-64,male,0.944046
Latin America and the Caribbean,Ecuador,2010,65+,female,0.666308
Latin America and the Caribbean,Ecuador,2010,65+,male,0.7700397
Latin America and the Caribbean,Ecuador,2011,<15,female,0.9022082
Latin America and the Caribbean,Ecuador,2011,<15,male,0.9305252
Latin America and the Caribbean,Ecuador,2011,15-24,female,0.9880532
Latin America and the Caribbean,Ecuador,2011,15-24,male,0.985865
Latin America and the Caribbean,Ecuador,2011,25-64,female,0.925967
Latin America and the Caribbean,Ecuador,2011,25-64,male,0.9470365
Latin America and the Caribbean,Ecuador,2011,65+,female,0.6493072
Latin America and the Caribbean,Ecuador,2011,65+,male,0.7502726
Latin America and the Caribbean,Ecuador,2012,<15,female,0.9095168
Latin America and the Caribbean,Ecuador,2012,<15,male,0.9325424
Latin America and the Caribbean,Ecuador,2012,15-24,female,0.9889454
Latin America and the Caribbean,Ecuador,2012,15-24,male,0.9877316
Latin America and the Caribbean,Ecuador,2012,25-64,female,0.9333206
Latin America and the Caribbean,Ecuador,2012,25-64,male,0.9476258
Latin America and the Caribbean,Ecuador,2012,65+,female,0.6957826
Latin America and the Caribbean,Ecuador,2012,65+,male,0.7725931
Latin America and the Caribbean,Ecuador,2013,<15,female,0.9221808
Latin America and the Caribbean,Ecuador,2013,<15,male,0.9442573
Latin America and the Caribbean,Ecuador,2013,15-24,female,0.9863248
Latin America and the Caribbean,Ecuador,2013,15-24,male,0.9857941
Latin America and the Caribbean,Ecuador,2013,25-64,female,0.9404527
Latin America and the Caribbean,Ecuador,2013,25-64,male,0.9536119
Latin America and the Caribbean,Ecuador,2013,65+,female,0.697174
Latin America and the Caribbean,Ecuador,2013,65+,male,0.7967778
Latin America and the Caribbean,Ecuador,2014,<15,female,0.9325386
Latin America and the Caribbean,Ecuador,2014,<15,male,0.9525717
Latin America and the Caribbean,Ecuador,2014,15-24,female,0.9918693
Latin America and the Caribbean,Ecuador,2014,15-24,male,0.9901074
Latin America and the Caribbean,Ecuador,2014,25-64,female,0.9473704
Latin America and the Caribbean,Ecuador,2014,25-64,male,0.9602012
Latin America and the Caribbean,Ecuador,2014,65+,female,0.7223437
Latin America and the Caribbean,Ecuador,2014,65+,male,0.8219744
Latin America and the Caribbean,Ecuador,2015,<15,female,0.9325662
Latin America and the Caribbean,Ecuador,2015,<15,male,0.9572622
Latin America and the Caribbean,Ecuador,2015,15-24,female,0.9891229
Latin America and the Caribbean,Ecuador,2015,15-24,male,0.9933717
Latin America and the Caribbean,Ecuador,2015,25-64,female,0.9477247
Latin America and the Caribbean,Ecuador,2015,25-64,male,0.9638914
Latin America and the Caribbean,Ecuador,2015,65+,female,0.7256277
Latin America and the Caribbean,Ecuador,2015,65+,male,0.8359212
Latin America and the Caribbean,Ecuador,2016,<15,female,0.9331453
Latin America and the Caribbean,Ecuador,2016,<15,male,0.9544502
Latin America and the Caribbean,Ecuador,2016,15-24,female,0.9913692
Latin America and the Caribbean,Ecuador,2016,15-24,male,0.989792
Latin America and the Caribbean,Ecuador,2016,25-64,female,0.9479625
Latin America and the Caribbean,Ecuador,2016,25-64,male,0.9622615
Latin America and the Caribbean,Ecuador,2016,65+,female,0.726472
Latin America and the Caribbean,Ecuador,2016,65+,male,0.8298528
Latin America and the Caribbean,Ecuador,2017,<15,female,0.9208669
Latin America and the Caribbean,Ecuador,2017,<15,male,0.9377906
Latin America and the Caribbean,Ecuador,2017,15-24,female,0.9940242
Latin America and the Caribbean,Ecuador,2017,15-24,male,0.9910982
Latin America and the Caribbean,Ecuador,2017,25-64,female,0.9404965
Latin America and the Caribbean,Ecuador,2017,25-64,male,0.9472685
Latin America and the Caribbean,Ecuador,2017,65+,female,0.6968211
Latin America and the Caribbean,Ecuador,2017,65+,male,0.773008
Latin America and the Caribbean,El Salvador,2010,<15,female,0.8230802
Latin America and the Caribbean,El Salvador,2010,<15,male,0.870997
Latin America and the Caribbean,El Salvador,2010,15-24,female,0.9638574
Latin America and the Caribbean,El Salvador,2010,15-24,male,0.9566904
Latin America and the Caribbean,El Salvador,2010,25-64,female,0.8150429
Latin America and the Caribbean,El Salvador,2010,25-64,male,0.8681955
Latin America and the Caribbean,El Salvador,2010,65+,female,0.5239765
Latin America and the Caribbean,El Salvador,2010,65+,male,0.6287855
Latin America and the Caribbean,El Salvador,2011,<15,female,0.8301564
Latin America and the Caribbean,El Salvador,2011,<15,male,0.8839165
Latin America and the Caribbean,El Salvador,2011,15-24,female,0.9694589
Latin America and the Caribbean,El Salvador,2011,15-24,male,0.9615056
Latin America and the Caribbean,El Salvador,2011,25-64,female,0.826724
Latin America and the Caribbean,El Salvador,2011,25-64,male,0.8809237
Latin America and the Caribbean,El Salvador,2011,65+,female,0.5092895
Latin America and the Caribbean,El Salvador,2011,65+,male,0.6463938
Latin America and the Caribbean,El Salvador,2013,<15,female,0.8467035
Latin America and the Caribbean,El Salvador,2013,<15,male,0.8923501
Latin America and the Caribbean,El Salvador,2013,15-24,female,0.9750019
Latin America and the Caribbean,El Salvador,2013,15-24,male,0.9694699
Latin America and the Caribbean,El Salvador,2013,25-64,female,0.8419286
Latin America and the Caribbean,El Salvador,2013,25-64,male,0.8917085
Latin America and the Caribbean,El Salvador,2013,65+,female,0.5619293
Latin America and the Caribbean,El Salvador,2013,65+,male,0.6620303
Latin America and the Caribbean,El Salvador,2015,<15,female,0.862171
Latin America and the Caribbean,El Salvador,2015,<15,male,0.9000994
Latin America and the Caribbean,El Salvador,2015,15-24,female,0.9843374
Latin America and the Caribbean,El Salvador,2015,15-24,male,0.9746197
Latin America and the Caribbean,El Salvador,2015,25-64,female,0.8609412
Latin America and the Caribbean,El Salvador,2015,25-64,male,0.8998307
Latin America and the Caribbean,El Salvador,2015,65+,female,0.6045221
Latin America and the Caribbean,El Salvador,2015,65+,male,0.7024532
Latin America and the Caribbean,El Salvador,2016,<15,female,0.8632642
Latin America and the Caribbean,El Salvador,2016,<15,male,0.9029927
Latin America and the Caribbean,El Salvador,2016,15-24,female,0.9827872
Latin America and the Caribbean,El Salvador,2016,15-24,male,0.977232
Latin America and the Caribbean,El Salvador,2016,25-64,female,0.8627828
Latin America and the Caribbean,El Salvador,2016,25-64,male,0.9006237
Latin America and the Caribbean,El Salvador,2016,65+,female,0.611056
Latin America and the Caribbean,El Salvador,2016,65+,male,0.7182997
Latin America and the Caribbean,El Salvador,2017,<15,female,0.8667364
Latin America and the Caribbean,El Salvador,2017,<15,male,0.9063138
Latin America and the Caribbean,El Salvador,2017,15-24,female,0.9814964
Latin America and the Caribbean,El Salvador,2017,15-24,male,0.977997
Latin America and the Caribbean,El Salvador,2017,25-64,female,0.8712129
Latin America and the Caribbean,El Salvador,2017,25-64,male,0.90636
Latin America and the Caribbean,El Salvador,2017,65+,female,0.6123192
Latin America and the Caribbean,El Salvador,2017,65+,male,0.7232277
Latin America and the Caribbean,Grenada,2014,<15,female,0.986
Latin America and the Caribbean,Grenada,2014,<15,male,0.9858
Latin America and the Caribbean,Grenada,2014,15-24,female,0.995
Latin America and the Caribbean,Grenada,2014,15-24,male,0.9895
Latin America and the Caribbean,Grenada,2014,25-64,female,0.986
Latin America and the Caribbean,Grenada,2014,25-64,male,0.9865
Latin America and the Caribbean,Grenada,2014,65+,female,0.96
Latin America and the Caribbean,Grenada,2014,65+,male,0.9658
Latin America and the Caribbean,Guadeloupe,2014,<15,female,0.964
Latin America and the Caribbean,Guadeloupe,2014,<15,male,0.9553
Latin America and the Caribbean,Guadeloupe,2014,15-24,female,0.999
Latin America and the Caribbean,Guadeloupe,2014,15-24,male,0.9982
Latin America and the Caribbean,Guadeloupe,2014,25-64,female,0.983
Latin America and the Caribbean,Guadeloupe,2014,25-64,male,0.9714
Latin America and the Caribbean,Guadeloupe,2014,65+,female,0.842
Latin America and the Caribbean,Guadeloupe,2014,65+,male,0.8114
Latin America and the Caribbean,Guatemala,2012,<15,female,0.7242804
Latin America and the Caribbean,Guatemala,2012,<15,male,0.8484873
Latin America and the Caribbean,Guatemala,2012,15-24,female,0.9194237
Latin America and the Caribbean,Guatemala,2012,15-24,male,0.9546641
Latin America and the Caribbean,Guatemala,2012,25-64,female,0.6799658
Latin America and the Caribbean,Guatemala,2012,25-64,male,0.8334284
Latin America and the Caribbean,Guatemala,2012,65+,female,0.3087095
Latin America and the Caribbean,Guatemala,2012,65+,male,0.5362778
Latin America and the Caribbean,Guatemala,2013,<15,female,0.7212759
Latin America and the Caribbean,Guatemala,2013,<15,male,0.8272068
Latin America and the Caribbean,Guatemala,2013,15-24,female,0.8977037
Latin America and the Caribbean,Guatemala,2013,15-24,male,0.9418228
Latin America and the Caribbean,Guatemala,2013,25-64,female,0.6701883
Latin America and the Caribbean,Guatemala,2013,25-64,male,0.7986242
Latin America and the Caribbean,Guatemala,2013,65+,female,0.3875025
Latin America and the Caribbean,Guatemala,2013,65+,male,0.5372963
Latin America and the Caribbean,Guatemala,2014,<15,female,0.7637066
Latin America and the Caribbean,Guatemala,2014,<15,male,0.8675616
Latin America and the Caribbean,Guatemala,2014,15-24,female,0.9326925
Latin America and the Caribbean,Guatemala,2014,15-24,male,0.9548186
Latin America and the Caribbean,Guatemala,2014,25-64,female,0.7248234
Latin America and the Caribbean,Guatemala,2014,25-64,male,0.8564485
Latin America and the Caribbean,Guatemala,2014,65+,female,0.4066131
Latin America and the Caribbean,Guatemala,2014,65+,male,0.6090364
Latin America and the Caribbean,Guyana,2014,<15,female,0.8503461
Latin America and the Caribbean,Guyana,2014,<15,male,0.8631438
Latin America and the Caribbean,Guyana,2014,15-24,female,0.9703701
Latin America and the Caribbean,Guyana,2014,15-24,male,0.9633186
Latin America and the Caribbean,Guyana,2014,25-64,female,0.85554
Latin America and the Caribbean,Guyana,2014,25-64,male,0.8583026
Latin America and the Caribbean,Guyana,2014,65+,female,0.4682116
Latin America and the Caribbean,Guyana,2014,65+,male,0.5384911
Latin America and the Caribbean,Haiti,2016,<15,female,0.5830052
Latin America and the Caribbean,Haiti,2016,<15,male,0.6527765
Latin America and the Caribbean,Haiti,2016,15-24,female,0.8263483
Latin America and the Caribbean,Haiti,2016,15-24,male,0.833535
Latin America and the Caribbean,Haiti,2016,25-64,female,0.5292828
Latin America and the Caribbean,Haiti,2016,25-64,male,0.6100667
Latin America and the Caribbean,Haiti,2016,65+,female,0.1023779
Latin America and the Caribbean,Haiti,2016,65+,male,0.2046316
Latin America and the Caribbean,Honduras,2010,<15,female,0.8472503
Latin America and the Caribbean,Honduras,2010,<15,male,0.8478901
Latin America and the Caribbean,Honduras,2010,15-24,female,0.958775
Latin America and the Caribbean,Honduras,2010,15-24,male,0.9444801
Latin America and the Caribbean,Honduras,2010,25-64,female,0.8423111
Latin America and the Caribbean,Honduras,2010,25-64,male,0.8356486
Latin America and the Caribbean,Honduras,2010,65+,female,0.4969088
Latin America and the Caribbean,Honduras,2010,65+,male,0.5367671
Latin America and the Caribbean,Honduras,2011,<15,female,0.8493027
Latin America and the Caribbean,Honduras,2011,<15,male,0.8534128
Latin America and the Caribbean,Honduras,2011,15-24,female,0.9692601
Latin America and the Caribbean,Honduras,2011,15-24,male,0.9493154
Latin America and the Caribbean,Honduras,2011,25-64,female,0.8444924
Latin America and the Caribbean,Honduras,2011,25-64,male,0.8456503
Latin America and the Caribbean,Honduras,2011,65+,female,0.4645335
Latin America and the Caribbean,Honduras,2011,65+,male,0.4997258
Latin America and the Caribbean,Honduras,2012,<15,female,0.8505148
Latin America and the Caribbean,Honduras,2012,<15,male,0.856962
Latin America and the Caribbean,Honduras,2012,15-24,female,0.9598721
Latin America and the Caribbean,Honduras,2012,15-24,male,0.9400283
Latin America and the Caribbean,Honduras,2012,25-64,female,0.8483084
Latin America and the Caribbean,Honduras,2012,25-64,male,0.8467836
Latin America and the Caribbean,Honduras,2012,65+,female,0.5388471
Latin America and the Caribbean,Honduras,2012,65+,male,0.6016412
Latin America and the Caribbean,Honduras,2013,<15,female,0.8528473
Latin America and the Caribbean,Honduras,2013,<15,male,0.8566837
Latin America and the Caribbean,Honduras,2013,15-24,female,0.9629856
Latin America and the Caribbean,Honduras,2013,15-24,male,0.9385074
Latin America and the Caribbean,Honduras,2013,25-64,female,0.8488575
Latin America and the Caribbean,Honduras,2013,25-64,male,0.8519459
Latin America and the Caribbean,Honduras,2013,65+,female,0.5464534
Latin America and the Caribbean,Honduras,2013,65+,male,0.5989107
Latin America and the Caribbean,Honduras,2014,<15,female,0.8702599
Latin America and the Caribbean,Honduras,2014,<15,male,0.8739595
Latin America and the Caribbean,Honduras,2014,15-24,female,0.9629226
Latin America and the Caribbean,Honduras,2014,15-24,male,0.9504737
Latin America and the Caribbean,Honduras,2014,25-64,female,0.8689205
Latin America and the Caribbean,Honduras,2014,25-64,male,0.8660414
Latin America and the Caribbean,Honduras,2014,65+,female,0.5693992
Latin America and the Caribbean,Honduras,2014,65+,male,0.6204746
